Permno is a number identifying each unique firm,,,,,,,
"ret is the return during the indicated monthi in percent units (i.e., 2.50 means 2.50%)",,,,,,,
lmktcap is the market capitalization of the firm as of the start of the month ,,,,,,,
,,,,,,,
permno,ret,month,month_txt,year_txt,Date,year,lmktcap
10104,19.760479,4,04,1986,198604,1986,275320.4
10104,-5.99999987,5,05,1986,198605,1986,329725
10104,3.72340418,6,06,1986,198606,1986,309941.5
10104,-36.4102572,7,07,1986,198607,1986,321481.9
10104,6.45161271,8,08,1986,198608,1986,204429.5
10104,-13.636364,9,09,1986,198609,1986,218493
10104,26.3157904,10,10,1986,198610,1986,188698.5
10104,19.4444448,11,11,1986,198611,1986,238356
10104,-3.48837227,12,12,1986,198612,1986,287218.5
10104,30.120483,1,01,1987,198701,1987,277199.3
10104,42.592594,2,02,1987,198702,1987,360693
10104,14.2857149,3,03,1987,198703,1987,514321.5
10104,6.81818202,4,04,1987,198704,1987,587796
10104,15.9574464,5,05,1987,198705,1987,627873
10104,-18.3486238,6,06,1987,198706,1987,784527.5
10104,2.24719103,7,07,1987,198707,1987,640577.5
10104,17.582418,8,08,1987,198708,1987,654972.5
10104,21.4953274,9,09,1987,198709,1987,777622.5
10104,-23.0769232,10,10,1987,198710,1987,944775
10104,-12.9999995,11,11,1987,198711,1987,726750
10104,33.3333343,12,12,1987,198712,1987,632272.5
10104,-3.44827585,1,01,1988,198801,1988,843030
10104,8.03571418,2,02,1988,198802,1988,813960
10104,7.43801668,3,03,1988,198803,1988,902145.8
10104,3.07692308,4,04,1988,198804,1988,969247.5
10104,0,5,05,1988,198805,1988,999070.5
10104,17.9104477,6,06,1988,198806,1988,1006943
10104,-3.79746817,7,07,1988,198807,1988,1187291
10104,-2.63157897,8,08,1988,198808,1988,1142204
10104,8.78378376,9,09,1988,198809,1988,1136011
10104,-21.7391297,10,10,1988,198810,1988,1235796
10104,9.5238097,11,11,1988,198811,1988,967144.5
10104,13.0434781,12,12,1988,198812,1988,1069690
10104,21.1538464,1,01,1989,198901,1989,1209215
10104,-4.76190485,2,02,1989,198902,1989,1465010
10104,7.22222254,3,03,1989,198903,1989,1417973
10104,20.2072546,4,04,1989,198904,1989,1520382
10104,5.17241396,5,05,1989,198905,1989,1827609
10104,-2.45901644,6,06,1989,198906,1989,1922141
10104,3.36134471,7,07,1989,198907,1989,1874875
10104,21.9512194,8,08,1989,198908,1989,1937896
10104,25.999999,9,09,1989,198909,1989,2395781
10104,-1.58730168,10,10,1989,198910,1989,3018685
10104,3.22580636,11,11,1989,198911,1989,2970769
10104,-2.6041666,12,12,1989,198912,1989,3105744
10104,-8.02139044,1,01,1990,199001,1990,3024865
10104,4.06976752,2,02,1990,199002,1990,2782229
10104,-15.6424582,3,03,1990,199003,1990,2916402
10104,-15.8940405,4,04,1990,199004,1990,2460205
10104,24.4094491,5,05,1990,199005,1990,2069179
10104,17.088607,6,06,1990,199006,1990,2589976
10104,-27.0270258,7,07,1990,199007,1990,3032566
10104,-31.1111122,8,08,1990,199008,1990,2212954
10104,-44.0860212,9,09,1990,199009,1990,1533117
10104,-17.3076928,10,10,1990,199010,1990,857226.5
10104,46.5116292,11,11,1990,199011,1990,708860.4
10104,0,12,12,1990,199012,1990,1052793
10104,14.2857149,1,01,1991,199101,1991,1052793
10104,0,2,02,1991,199102,1991,1203192
10104,0,3,03,1991,199103,1991,1235871
10104,2.7777778,4,04,1991,199104,1991,1235871
10104,-18.9189196,5,05,1991,199105,1991,1270201
10104,13.333334,6,06,1991,199106,1991,1022228
10104,7.35294148,7,07,1991,199107,1991,1158525
10104,23.2876718,8,08,1991,199108,1991,1243710
10104,18.8888893,9,09,1991,199109,1991,1539833
10104,17.757009,10,10,1991,199110,1991,1830690
10104,-14.2857149,11,11,1991,199111,1991,2155766
10104,7.40740746,12,12,1991,199112,1991,1867293
10104,27.5862068,1,01,1992,199201,1992,2005611
10104,8.10810775,2,02,1992,199202,1992,2558883
10104,-32.4999988,3,03,1992,199203,1992,2779740
10104,2.7777778,4,04,1992,199204,1992,1876325
10104,7.20720738,5,05,1992,199205,1992,1928445
10104,2.52100844,6,06,1992,199206,1992,2080968
10104,22.131148,7,07,1992,199207,1992,2133429
10104,-6.04026839,8,08,1992,199208,1992,2605582
10104,14.2857149,9,09,1992,199209,1992,2456423
10104,11.2499997,10,10,1992,199210,1992,2807340
10104,0,11,11,1992,199211,1992,3123166
10104,27.5280893,12,12,1992,199212,1992,3159967
10104,14.5374447,1,01,1993,199301,1993,4029846
10104,0.76923077,2,02,1993,199302,1993,4615683
10104,12.2137405,3,03,1993,199303,1993,4680106
10104,-3.06122452,4,04,1993,199304,1993,5251722
10104,17.1929821,5,05,1993,199305,1993,5090955
10104,17.9640725,6,06,1993,199306,1993,5938019
10104,2.28426401,7,07,1993,199307,1993,7004729
10104,2.23325063,8,08,1993,199308,1993,7164736
10104,19.1747576,9,09,1993,199309,1993,7334991
10104,-3.46232168,10,10,1993,199310,1993,8741457
10104,6.75105453,11,11,1993,199311,1993,8438800
10104,-9.09090936,12,12,1993,199312,1993,9172167
10104,11.7391303,1,01,1994,199401,1994,8338334
10104,2.72373538,2,02,1994,199402,1994,9317182
10104,-2.65151523,3,03,1994,199403,1994,9426351
10104,-7.00389072,4,04,1994,199404,1994,9176410
10104,14.6443516,5,05,1994,199405,1994,8533704
10104,9.48905125,6,06,1994,199406,1994,9807864
10104,1.99999996,7,07,1994,199407,1994,10700000
10104,11.6013072,8,08,1994,199408,1994,11000000
10104,0.732064433,9,09,1994,199409,1994,12200000
10104,6.97674453,10,10,1994,199410,1994,12300000
10104,-10.3260867,11,11,1994,199411,1994,13200000
10104,6.96969703,12,12,1994,199412,1994,11800000
10104,-3.39943357,1,01,1995,199501,1995,12600000
10104,10.4105569,2,02,1995,199502,1995,12200000
10104,-0.398406386,3,03,1995,199503,1995,13500000
10104,-2.40000002,4,04,1995,199504,1995,13500000
10104,13.934426,5,05,1995,199505,1995,13200000
10104,11.1510791,6,06,1995,199506,1995,15100000
10104,8.41423944,7,07,1995,199507,1995,16700000
10104,-4.17910442,8,08,1995,199508,1995,18100000
10104,-4.36137058,9,09,1995,199509,1995,17400000
10104,13.6807814,10,10,1995,199510,1995,16700000
10104,4.01146114,11,11,1995,199511,1995,19000000
10104,-6.61156997,12,12,1995,199512,1995,19800000
10104,12.6843661,1,01,1996,199601,1996,18400000
10104,8.90052393,2,02,1996,199602,1996,20800000
10104,-9.375,3,03,1996,199603,1996,22700000
10104,7.42705539,4,04,1996,199604,1996,20600000
10104,-1.85185187,5,05,1996,199605,1996,22100000
10104,19.0566033,6,06,1996,199606,1996,21700000
10104,-0.792392995,7,07,1996,199607,1996,25900000
10104,-9.90415365,8,08,1996,199608,1996,25700000
10104,20.7446814,9,09,1996,199609,1996,23200000
10104,-0.587371504,10,10,1996,199610,1996,28000000
10104,15.8050224,11,11,1996,199611,1996,27800000
10104,-14.7959188,12,12,1996,199612,1996,32200000
10104,-6.88622743,1,01,1997,199701,1997,27500000
10104,0.964630209,2,02,1997,199702,1997,25600000
10104,-1.75159238,3,03,1997,199703,1997,25600000
10104,3.0794166,4,04,1997,199704,1997,25200000
10104,17.2955975,5,05,1997,199705,1997,26000000
10104,8.04289579,6,06,1997,199706,1997,30400000
10104,8.06451589,7,07,1997,199707,1997,32800000
10104,5.05166464,8,08,1997,199708,1997,35500000
10104,-4.42622937,9,09,1997,199709,1997,37400000
10104,-1.80102922,10,10,1997,199710,1997,35700000
10104,-6.89956322,11,11,1997,199711,1997,35100000
10104,-33.0206364,12,12,1997,199712,1997,32800000
10104,4.20168079,1,01,1998,199801,1998,22000000
10104,5.91397844,2,02,1998,199802,1998,22900000
10104,28.1725883,3,03,1998,199803,1998,24000000
10104,-18.0198014,4,04,1998,199804,1998,30700000
10104,-8.69565234,5,05,1998,199805,1998,25200000
10104,3.9682541,6,06,1998,199806,1998,23000000
10104,7.88804069,7,07,1998,199807,1998,23900000
10104,-24.7641504,8,08,1998,199808,1998,25800000
10104,46.0815042,9,09,1998,199809,1998,19400000
10104,1.50214592,10,10,1998,199810,1998,28300000
10104,15.8562362,11,11,1998,199811,1998,28700000
10104,25.91241,12,12,1998,199812,1998,32900000
10104,28.4057975,1,01,1999,199901,1999,41400000
10104,0.902934559,2,02,1999,199902,1999,53100000
10104,-29.1946322,3,03,1999,199903,1999,53600000
10104,2.60663498,4,04,1999,199904,1999,38000000
10104,-8.31408799,5,05,1999,199905,1999,39000000
10104,49.6221662,6,06,1999,199906,1999,35200000
10104,2.52525248,7,07,1999,199907,1999,52600000
10104,-4.10509035,8,08,1999,199908,1999,54000000
10104,24.6575341,9,09,1999,199909,1999,52000000
10104,4.53296714,10,10,1999,199910,1999,64800000
10104,42.575559,11,11,1999,199911,1999,67700000
10104,65.2534544,12,12,1999,199912,1999,96500000
10104,-10.8477414,1,01,2000,200001,2000,160000000
10104,48.6393481,2,02,2000,200002,2000,142000000
10104,5.13468012,3,03,2000,200003,2000,211000000
10104,2.40192153,4,04,2000,200004,2000,222000000
10104,-10.0860044,5,05,2000,200005,2000,227000000
10104,16.9565216,6,06,2000,200006,2000,202000000
10104,-10.557621,7,07,2000,200007,2000,236000000
10104,20.9476307,8,08,2000,200008,2000,212000000
10104,-13.4020612,9,09,2000,200009,2000,257000000
10104,-16.1904767,10,10,2000,200010,2000,222000000
10104,-19.6969703,11,11,2000,200011,2000,186000000
10104,9.66981128,12,12,2000,200012,2000,148000000
10104,0.215053768,1,01,2001,200101,2001,162000000
10104,-34.7639471,2,02,2001,200102,2001,163000000
10104,-21.1578965,3,03,2001,200103,2001,107000000
10104,7.87717178,4,04,2001,200104,2001,84100000
10104,-5.32178022,5,05,2001,200105,2001,90700000
10104,24.1830051,6,06,2001,200106,2001,85600000
10104,-4.84210551,7,07,2001,200107,2001,106000000
10104,-32.4668139,8,08,2001,200108,2001,101000000
10104,3.030302,9,09,2001,200109,2001,67900000
10104,7.79014677,10,10,2001,200110,2001,70000000
10104,3.46607156,11,11,2001,200111,2001,75400000
10104,-1.56806353,12,12,2001,200112,2001,77100000
10104,24.9818951,1,01,2002,200201,2002,75900000
10104,-3.70799191,2,02,2002,200202,2002,94900000
10104,-22.9843587,3,03,2002,200203,2002,91200000
10104,-21.5625018,4,04,2002,200204,2002,70300000
10104,-21.115537,5,05,2002,200205,2002,55100000
10104,19.5707098,6,06,2002,200206,2002,43000000
10104,5.69165312,7,07,2002,200207,2002,51400000
10104,-4.18622904,8,08,2002,200208,2002,54400000
10104,-18.0396244,9,09,2002,200209,2002,51400000
10104,29.6437591,10,10,2002,200210,2002,42100000
10104,19.2345455,11,11,2002,200211,2002,54600000
10104,-11.1111067,12,12,2002,200212,2002,65100000
10104,11.3888845,1,01,2003,200301,2003,56900000
10104,-0.581876095,2,02,2003,200302,2003,63400000
10104,-9.28929821,3,03,2003,200303,2003,62700000
10104,9.50318128,4,04,2003,200304,2003,56900000
10104,9.51178521,5,05,2003,200305,2003,62300000
10104,-7.6863952,6,06,2003,200306,2003,68100000
10104,-0.166531699,7,07,2003,200307,2003,62900000
10104,7.00583979,8,08,2003,200308,2003,62800000
10104,-12.3148866,9,09,2003,200309,2003,67000000
10104,6.40000254,10,10,2003,200310,2003,58800000
10104,0.417712517,11,11,2003,200311,2003,62600000
10104,10.066548,12,12,2003,200312,2003,62800000
10104,4.76190597,1,01,2004,200401,2004,69200000
10104,-7.14285597,2,02,2004,200402,2004,72500000
10104,-6.75990582,3,03,2004,200403,2004,66900000
10104,-6.25,4,04,2004,200404,2004,62300000
10104,1.33332992,5,05,2004,200405,2004,58400000
10104,4.64912914,6,06,2004,200406,2004,58900000
10104,-11.9027667,7,07,2004,200407,2004,61700000
10104,-5.13796322,8,08,2004,200408,2004,54300000
10104,13.1394118,9,09,2004,200409,2004,51100000
10104,12.2340441,10,10,2004,200410,2004,57800000
10104,0.631910935,11,11,2004,200411,2004,64900000
10104,7.6923117,12,12,2004,200412,2004,65000000
10104,0.36443288,1,01,2005,200501,2005,71700000
10104,-5.95497899,2,02,2005,200502,2005,71900000
10104,-3.62934582,3,03,2005,200503,2005,66500000
10104,-7.37178847,4,04,2005,200504,2005,64200000
10104,10.7266411,5,05,2005,200505,2005,59400000
10104,3.12499702,6,06,2005,200506,2005,65900000
10104,2.80302949,7,07,2005,200507,2005,67900000
10104,-4.27413359,8,08,2005,200508,2005,69800000
10104,-4.54195663,9,09,2005,200509,2005,66900000
10104,2.25807019,10,10,2005,200510,2005,63900000
10104,-0.630914187,11,11,2005,200511,2005,65300000
10104,-3.0952407,12,12,2005,200512,2005,64900000
10104,2.94840019,1,01,2006,200601,2006,63000000
10104,-1.19331442,2,02,2006,200602,2006,64900000
10104,10.2254391,3,03,2006,200603,2006,66000000
10104,6.57414645,4,04,2006,200604,2006,72700000
10104,-2.5359828,5,05,2006,200605,2006,77800000
10104,1.89873073,6,06,2006,200606,2006,74400000
10104,3.31263281,7,07,2006,200607,2006,75800000
10104,4.60921563,8,08,2006,200608,2006,78400000
10104,13.2822469,9,09,2006,200609,2006,81200000
10104,4.1149918,10,10,2006,200610,2006,92200000
10104,3.14022712,11,11,2006,200611,2006,96000000
10104,-10.0262463,12,12,2006,200612,2006,98600000
10104,0.116688793,1,01,2007,200701,2007,88800000
10104,-4.25407663,2,02,2007,200702,2007,88900000
10104,10.3469193,3,03,2007,200703,2007,84400000
10104,3.69553268,4,04,2007,200704,2007,93200000
10104,3.08510605,5,05,2007,200705,2007,96600000
10104,1.70278605,6,06,2007,200706,2007,99000000
10104,-2.99339555,7,07,2007,200707,2007,101000000
10104,6.06694445,8,08,2007,200708,2007,97800000
10104,6.75541833,9,09,2007,200709,2007,104000000
10104,2.40184981,10,10,2007,200710,2007,111000000
10104,-8.97609293,11,11,2007,200711,2007,114000000
10104,11.892961,12,12,2007,200712,2007,103000000
10104,-8.99026021,1,01,2008,200801,2008,116000000
10104,-8.51581544,2,02,2008,200802,2008,106000000
10104,4.04255465,3,03,2008,200803,2008,96800000
10104,6.59509674,4,04,2008,200804,2008,101000000
10104,9.54436287,5,05,2008,200805,2008,107000000
10104,-8.05604234,6,06,2008,200806,2008,118000000
10104,2.52381284,7,07,2008,200807,2008,108000000
10104,1.85787082,8,08,2008,200808,2008,111000000
10104,-7.38714486,9,09,2008,200809,2008,113000000
10104,-9.94583294,10,10,2008,200810,2008,105000000
10104,-12.0284341,11,11,2008,200811,2008,94300000
10104,10.1926625,12,12,2008,200812,2008,81200000
10104,-5.07614017,1,01,2009,200901,2009,89500000
10104,-7.66488388,2,02,2009,200902,2009,84900000
10104,16.2805647,3,03,2009,200903,2009,77400000
10104,7.30492771,4,04,2009,200904,2009,90100000
10104,1.29265767,5,05,2009,200905,2009,96400000
10104,9.34149995,6,06,2009,200906,2009,98000000
10104,3.54808159,7,07,2009,200907,2009,107000000
10104,-1.12968823,8,08,2009,200908,2009,111000000
10104,-4.75319475,9,09,2009,200909,2009,110000000
10104,1.48752509,10,10,2009,200910,2009,104000000
10104,4.6445474,11,11,2009,200911,2009,106000000
10104,11.0960178,12,12,2009,200912,2009,111000000
10104,-5.78883477,1,01,2010,201001,2010,123000000
10104,6.89505711,2,02,2010,201002,2010,116000000
10104,4.30020057,3,03,2010,201003,2010,124000000
10104,0.807083771,4,04,2010,201004,2010,129000000
10104,-12.7476588,5,05,2010,201005,2010,130000000
10104,-4.91803549,6,06,2010,201006,2010,113000000
10104,10.3914276,7,07,2010,201007,2010,108000000
10104,-7.59306327,8,08,2010,201008,2010,119000000
10104,22.9114264,9,09,2010,201009,2010,110000000
10104,9.60893407,10,10,2010,201010,2010,135000000
10104,-7.94758052,11,11,2010,201011,2010,148000000
10104,15.7330349,12,12,2010,201012,2010,137000000
10104,2.49201134,1,01,2011,201101,2011,158000000
10104,2.71621216,2,02,2011,201102,2011,162000000
10104,1.61853302,3,03,2011,201103,2011,167000000
10104,7.73947611,4,04,2011,201104,2011,169000000
10104,-4.83870395,5,05,2011,201105,2011,182000000
10104,-3.82817462,6,06,2011,201106,2011,173000000
10104,-6.89759925,7,07,2011,201107,2011,167000000
10104,-8.2079798,8,08,2011,201108,2011,155000000
10104,2.38689017,9,09,2011,201109,2011,142000000
10104,14.2310396,10,10,2011,201110,2011,145000000
10104,-4.33323197,11,11,2011,201111,2011,165000000
10104,-18.1818202,12,12,2011,201112,2011,158000000
10104,10.2144234,1,01,2012,201201,2012,129000000
10104,3.7043605,2,02,2012,201202,2012,142000000
10104,-0.32472848,3,03,2012,201203,2012,146000000
10104,1.02880578,4,04,2012,201204,2012,145000000
10104,-9.9659875,5,05,2012,201205,2012,146000000
10104,12.2024991,6,06,2012,201206,2012,130000000
10104,1.88552178,7,07,2012,201207,2012,145000000
10104,4.80132066,8,08,2012,201208,2012,147000000
10104,-0.600317633,9,09,2012,201209,2012,153000000
10104,-1.01716202,10,10,2012,201210,2012,152000000
10104,3.52316387,11,11,2012,201211,2012,150000000
10104,4.11810577,12,12,2012,201212,2012,153000000
10104,6.57262504,1,01,2013,201301,2013,158000000
10104,-3.57644819,2,02,2013,201302,2013,168000000
10104,-5.57827018,3,03,2013,201303,2013,162000000
10104,1.39188655,4,04,2013,201304,2013,152000000
10104,3.05064078,5,05,2013,201305,2013,154000000
10104,-9.08821747,6,06,2013,201306,2013,157000000
10104,5.73103055,7,07,2013,201307,2013,143000000
10104,-1.51467659,8,08,2013,201308,2013,150000000
10104,4.11173105,9,09,2013,201309,2013,148000000
10104,1.35665312,10,10,2013,201310,2013,151000000
10104,5.34328632,11,11,2013,201311,2013,153000000
10104,8.41597393,12,12,2013,201312,2013,161000000
10104,-3.24097462,1,01,2014,201401,2014,172000000
10104,5.98915704,2,02,2014,201402,2014,166000000
10104,4.60240133,3,03,2014,201403,2014,176000000
10104,0.21999809,4,04,2014,201404,2014,182000000
10104,2.7886482,5,05,2014,201405,2014,182000000
10104,-3.54593433,6,06,2014,201406,2014,187000000
10104,-0.049344666,7,07,2014,201407,2014,181000000
10104,2.82247942,8,08,2014,201408,2014,180000000
10104,-7.82566816,9,09,2014,201409,2014,185000000
10104,2.3249751,10,10,2014,201410,2014,170000000
10104,8.60435516,11,11,2014,201411,2014,173000000
10104,6.03631549,12,12,2014,201412,2014,188000000
10104,-6.58216998,1,01,2015,201501,2015,197000000
10104,4.60730568,2,02,2015,201502,2015,184000000
10104,-1.52897807,3,03,2015,201503,2015,192000000
10104,1.43684214,4,04,2015,201504,2015,188000000
10104,-0.29802213,5,05,2015,201505,2015,205000000
10104,-7.33502507,6,06,2015,201506,2015,190000000
10104,-0.521093328,7,07,2015,201507,2015,175000000
10104,-7.13569969,8,08,2015,201508,2015,173000000
10104,-2.6152635,9,09,2015,201509,2015,161000000
10104,7.94574022,10,10,2015,201510,2015,154000000
10104,0.334709231,11,11,2015,201511,2015,166000000
10104,-6.2612325,12,12,2015,201512,2015,166000000
10104,-0.191616209,1,01,2016,201601,2016,153000000
10104,1.29440203,2,02,2016,201602,2016,153000000
10104,11.2289317,3,03,2016,201603,2016,155000000
10104,-2.19994932,4,04,2016,201604,2016,170000000
10104,0.852985773,5,05,2016,201605,2016,165000000
10104,1.81591921,6,06,2016,201606,2016,167000000
10104,0.635232404,7,07,2016,201607,2016,169000000
10104,0.43859724,8,08,2016,201608,2016,169000000
10104,-4.70645912,9,09,2016,201609,2016,170000000
10104,-1.8075373,10,10,2016,201610,2016,161000000
10104,4.60697711,11,11,2016,201611,2016,158000000
10104,-4.32942994,12,12,2016,201612,2016,165000000
10104,4.70741168,1,01,2017,201701,2017,158000000
10104,6.18299544,2,02,2017,201702,2017,165000000
10104,4.74289842,3,03,2017,201703,2017,175000000
10104,1.21048745,4,04,2017,201704,2017,184000000
10104,0.956406351,5,05,2017,201705,2017,185000000
10104,10.4648605,6,06,2017,201706,2017,187000000
10104,-0.039886491,7,07,2017,201707,2017,207000000
10104,0.80112461,8,08,2017,201708,2017,207000000
10104,-3.93404178,9,09,2017,201709,2017,208000000
10104,5.66701777,10,10,2017,201710,2017,202000000
10104,-3.61493155,11,11,2017,201711,2017,212000000
10104,-3.62821557,12,12,2017,201712,2017,205000000
10104,9.51776952,1,01,2018,201801,2018,196000000
10104,-1.78329516,2,02,2018,201802,2018,214000000
10104,-9.70988423,3,03,2018,201803,2018,210000000
10104,0.240433146,4,04,2018,201804,2018,187000000
10104,2.2991091,5,05,2018,201805,2018,186000000
10104,-5.69349267,6,06,2018,201806,2018,191000000
10104,8.64729658,7,07,2018,201807,2018,175000000
10104,1.88758709,8,08,2018,201808,2018,190000000
10104,6.13421053,9,09,2018,201809,2018,193000000
10104,-4.90690693,10,10,2018,201810,2018,195000000
10104,-0.163803913,11,11,2018,201811,2018,185000000
10104,-7.4036032,12,12,2018,201812,2018,185000000
10104,11.6721988,1,01,2019,201901,2019,162000000
10104,3.78260314,2,02,2019,201902,2019,180000000
10104,3.03088054,3,03,2019,201903,2019,187000000
10104,3.46304737,4,04,2019,201904,2019,184000000
10104,-8.54871348,5,05,2019,201905,2019,189000000
10104,12.5889391,6,06,2019,201906,2019,173000000
10104,-0.754786702,7,07,2019,201907,2019,190000000
10104,-7.53107965,8,08,2019,201908,2019,188000000
10104,5.70495054,9,09,2019,201909,2019,174000000
10104,-0.545151951,10,10,2019,201910,2019,181000000
10104,3.02807428,11,11,2019,201911,2019,179000000
10104,-5.62878512,12,12,2019,201912,2019,184000000
10107,17.2727272,4,04,1986,198604,1986,701772.5
10107,7.75193796,5,05,1986,198605,1986,822987.8
10107,-11.5107916,6,06,1986,198606,1986,886785.3
10107,-7.3170729,7,07,1986,198607,1986,784740
10107,0,8,08,1986,198608,1986,727320
10107,-0.877192989,9,09,1986,198609,1986,727320
10107,37.1681422,10,10,1986,198610,1986,728567.5
10107,28.3870965,11,11,1986,198611,1986,999362.5
10107,-3.01507544,12,12,1986,198612,1986,1283053
10107,51.5544057,1,01,1987,198701,1987,1254211
10107,4.95726503,2,02,1987,198702,1987,1900811
10107,26.0586321,3,03,1987,198703,1987,1995040
10107,7.4935399,4,04,1987,198704,1987,2529626
10107,10.817308,5,05,1987,198705,1987,2719184
10107,-11.4967465,6,06,1987,198706,1987,3013327
10107,-7.84313753,7,07,1987,198707,1987,2666892
10107,26.3297886,8,08,1987,198708,1987,2457724
10107,11.5789473,9,09,1987,198709,1987,3104838
10107,-24.9056607,10,10,1987,198710,1987,3511184
10107,-10.0502513,11,11,1987,198711,1987,2636700
10107,21.2290496,12,12,1987,198712,1987,2371705
10107,2.76497696,1,01,1988,198801,1988,2888216
10107,6.50224239,2,02,1988,198802,1988,2968074
10107,-4.84210514,3,03,1988,198803,1988,3161066
10107,-3.539823,4,04,1988,198804,1988,3018795
10107,6.42201826,5,05,1988,198805,1988,2911935
10107,15.5172408,6,06,1988,198806,1988,3098940
10107,-11.1940302,7,07,1988,198807,1988,3595421
10107,-15.9663871,8,08,1988,198808,1988,3192949
10107,4.50000018,9,09,1988,198809,1988,2683150
10107,-6.2200956,10,10,1988,198810,1988,2815439
10107,-3.57142873,11,11,1988,198811,1988,2640316
10107,12.6984134,12,12,1988,198812,1988,2546019
10107,11.9718313,1,01,1989,198901,1989,2878216
10107,-0.209643599,2,02,1989,198902,1989,3222791
10107,-16.1764711,3,03,1989,198903,1989,3216035
10107,12.0300755,4,04,1989,198904,1989,2710856
10107,8.27740505,5,05,1989,198905,1989,3036974
10107,-12.396694,6,06,1989,198906,1989,3288357
10107,3.30188684,7,07,1989,198907,1989,2893058
10107,7.30593577,8,08,1989,198908,1989,2988584
10107,16.5957451,9,09,1989,198909,1989,3206928
10107,19.3430662,10,10,1989,198910,1989,3767226
10107,6.42201826,11,11,1989,198911,1989,4495923
10107,0,12,12,1989,198912,1989,4784652
10107,6.32183924,1,01,1990,199001,1990,4843812
10107,6.75675645,2,02,1990,199002,1990,5150030
10107,12.1518984,3,03,1990,199003,1990,5498005
10107,4.7404062,4,04,1990,199004,1990,6166117
10107,25.8620679,5,05,1990,199005,1990,6458416
10107,4.10958901,6,06,1990,199006,1990,8128696
10107,-12.5,7,07,1990,199007,1990,8641124
10107,-7.51879662,8,08,1990,199008,1990,7560984
10107,2.4390243,9,09,1990,199009,1990,6992489
10107,1.19047621,10,10,1990,199010,1990,7163100
10107,13.333334,11,11,1990,199011,1990,7248375
10107,4.15224917,12,12,1990,199012,1990,8214825
10107,30.3986698,1,01,1991,199101,1991,8631175
10107,5.73248416,2,02,1991,199102,1991,11300000
10107,2.28915662,3,03,1991,199103,1991,11900000
10107,-6.71378076,4,04,1991,199104,1991,12300000
10107,10.8585857,5,05,1991,199105,1991,11500000
10107,-6.89066052,6,06,1991,199106,1991,12700000
10107,7.88990855,7,07,1991,199107,1991,11900000
10107,15.9863949,8,08,1991,199108,1991,12800000
10107,4.39882688,9,09,1991,199109,1991,14900000
10107,5.47752827,10,10,1991,199110,1991,15600000
10107,3.59520651,11,11,1991,199111,1991,16400000
10107,14.3958867,12,12,1991,199112,1991,17000000
10107,8.08988735,1,01,1992,199201,1992,19700000
10107,2.70270277,2,02,1992,199202,1992,21300000
10107,-4.04858291,3,03,1992,199203,1992,21900000
10107,-6.96202517,4,04,1992,199204,1992,21300000
10107,9.75056663,5,05,1992,199205,1992,19800000
10107,-13.2231399,6,06,1992,199206,1992,21700000
10107,3.92857157,7,07,1992,199207,1992,19000000
10107,2.40549836,8,08,1992,199208,1992,19800000
10107,8.05369094,9,09,1992,199209,1992,20300000
10107,10.2484472,10,10,1992,199210,1992,22100000
10107,4.92957756,11,11,1992,199211,1992,24400000
10107,-8.32214728,12,12,1992,199212,1992,25600000
10107,1.31771592,1,01,1993,199301,1993,23800000
10107,-3.61271687,2,02,1993,199302,1993,24100000
10107,10.9445274,3,03,1993,199303,1993,23300000
10107,-7.56756738,4,04,1993,199304,1993,26000000
10107,8.33333358,5,05,1993,199305,1993,24000000
10107,-4.99325246,6,06,1993,199306,1993,26000000
10107,-15.9090906,7,07,1993,199307,1993,24800000
10107,1.5202703,8,08,1993,199308,1993,20900000
10107,9.81697142,9,09,1993,199309,1993,21200000
10107,-2.87878793,10,10,1993,199310,1993,23400000
10107,-0.15600624,11,11,1993,199311,1993,22700000
10107,0.78125,12,12,1993,199312,1993,22700000
10107,5.58139533,1,01,1994,199401,1994,22900000
10107,-3.0837005,2,02,1994,199402,1994,24200000
10107,2.72727273,3,03,1994,199403,1994,23400000
10107,9.14454311,4,04,1994,199404,1994,24200000
10107,16.2162155,5,05,1994,199405,1994,26500000
10107,-3.95348854,6,06,1994,199406,1994,30700000
10107,-0.242130761,7,07,1994,199407,1994,30000000
10107,12.8640771,8,08,1994,199408,1994,29900000
10107,-3.44086029,9,09,1994,199409,1994,33800000
10107,12.2494429,10,10,1994,199410,1994,32600000
10107,-0.19841271,11,11,1994,199411,1994,36700000
10107,-2.78330017,12,12,1994,199412,1994,36600000
10107,-2.86298562,1,01,1995,199501,1995,35500000
10107,6.10526316,2,02,1995,199502,1995,34500000
10107,12.8968254,3,03,1995,199503,1995,36600000
10107,14.9384886,4,04,1995,199504,1995,41500000
10107,3.59327234,5,05,1995,199505,1995,47900000
10107,6.71586692,6,06,1995,199506,1995,49600000
10107,0.13831259,7,07,1995,199507,1995,53100000
10107,2.20994484,8,08,1995,199508,1995,53200000
10107,-2.16216221,9,09,1995,199509,1995,54400000
10107,10.4972377,10,10,1995,199510,1995,53400000
10107,-12.8749996,11,11,1995,199511,1995,59000000
10107,0.717360107,12,12,1995,199512,1995,51400000
10107,5.41310534,1,01,1996,199601,1996,51800000
10107,6.68918937,2,02,1996,199602,1996,54600000
10107,4.49651666,3,03,1996,199603,1996,58200000
10107,9.81818214,4,04,1996,199604,1996,61400000
10107,4.85651232,5,05,1996,199605,1996,67400000
